State,District,Crimetype,Year,Cases
Uttar Pradesh,Chandoli,IPC Crime,2019,2194
Uttar Pradesh,Chitrakoot,IPC Crime,2019,1164
Uttar Pradesh,Deoria,IPC Crime,2019,2797
Uttar Pradesh,Etah,IPC Crime,2019,4029
Uttar Pradesh,Etawah,IPC Crime,2019,2392
Uttar Pradesh,Ayodhya,IPC Crime,2019,5406
Uttar Pradesh,Fatehgarh,IPC Crime,2019,2364
Uttar Pradesh,Fatehpur,IPC Crime,2019,2943
Uttar Pradesh,Firozabad,IPC Crime,2019,4557
Uttar Pradesh,Gautambudh Nagar,IPC Crime,2019,12792
Uttar Pradesh,Ghaziabad,IPC Crime,2019,12690
Uttar Pradesh,Ghazipur,IPC Crime,2019,3144
Uttar Pradesh,Gonda,IPC Crime,2019,3012
Uttar Pradesh,Gorakhpur,IPC Crime,2019,7187
Uttar Pradesh,Hamirpur,IPC Crime,2019,1458
Uttar Pradesh,Hapur,IPC Crime,2019,2494
Uttar Pradesh,Hardoi,IPC Crime,2019,6583
Uttar Pradesh,Hathras,IPC Crime,2019,2440
Uttar Pradesh,Jalaun,IPC Crime,2019,2826
Uttar Pradesh,Jaunpur,IPC Crime,2019,7792
Uttar Pradesh,Jhansi,IPC Crime,2019,3623
Uttar Pradesh,Kannauj,IPC Crime,2019,2306
Uttar Pradesh,Kanpur Dehat,IPC Crime,2019,4494
Uttar Pradesh,Kanpur Nagar,IPC Crime,2019,10071
Uttar Pradesh,Kasganj,IPC Crime,2019,2187
Uttar Pradesh,Kaushambi,IPC Crime,2019,2223
Uttar Pradesh,Khiri,IPC Crime,2019,7553
Uttar Pradesh,Kushi Nagar,IPC Crime,2019,3406
Uttar Pradesh,Lalitpur,IPC Crime,2019,1396
Uttar Pradesh,Lucknow,IPC Crime,2019,19975
Uttar Pradesh,Maharajganj,IPC Crime,2019,1820
Uttar Pradesh,Mahoba,IPC Crime,2019,935
Uttar Pradesh,Mainpuri,IPC Crime,2019,2885
Uttar Pradesh,Mathura,IPC Crime,2019,6799
Uttar Pradesh,Mau,IPC Crime,2019,3125
Uttar Pradesh,Meerut,IPC Crime,2019,10644
Uttar Pradesh,Mirzapur,IPC Crime,2019,2272
Uttar Pradesh,Moradabad,IPC Crime,2019,4781
Uttar Pradesh,Muzaffarnagar,IPC Crime,2019,4432
Uttar Pradesh,Pilibhit,IPC Crime,2019,3035
Uttar Pradesh,Pratapgarh,IPC Crime,2019,4541
Uttar Pradesh,Raibareilly,IPC Crime,2019,6775
Uttar Pradesh,Rampur,IPC Crime,2019,2817
Uttar Pradesh,Saharanpur,IPC Crime,2019,4033
Uttar Pradesh,Sambhal,IPC Crime,2019,2640
Uttar Pradesh,Sant Kabirnagar,IPC Crime,2019,1304
Uttar Pradesh,Shahjahanpur,IPC Crime,2019,4866
Uttar Pradesh,Shamli,IPC Crime,2019,1645
Uttar Pradesh,Shrawasti,IPC Crime,2019,951
Uttar Pradesh,Sidharthnagar,IPC Crime,2019,1377
Uttar Pradesh,Sitapur,IPC Crime,2019,7671
Uttar Pradesh,Sonbhadra,IPC Crime,2019,1894
Uttar Pradesh,Bhadohi,IPC Crime,2019,1272
Uttar Pradesh,Sultanpur,IPC Crime,2019,7433
Uttar Pradesh,Unnao,IPC Crime,2019,4496
Uttar Pradesh,Varanasi,IPC Crime,2019,10614
Uttarakhand,Almora,IPC Crime,2019,106
Uttarakhand,Bageshwar,IPC Crime,2019,142
Uttarakhand,Chamoli,IPC Crime,2019,110
Uttarakhand,Champawat,IPC Crime,2019,114
Uttarakhand,Dehradun,IPC Crime,2019,2483
Uttarakhand,Haridwar,IPC Crime,2019,3385
Uttarakhand,Nainital,IPC Crime,2019,1343
Uttarakhand,Pauri Garhwal,IPC Crime,2019,386
Uttarakhand,Pithoragarh,IPC Crime,2019,182
Uttarakhand,Rudra Prayag,IPC Crime,2019,75
Uttarakhand,Tehri Garhwal,IPC Crime,2019,310
Uttarakhand,Udhamsingh Nagar,IPC Crime,2019,3189
Uttarakhand,Uttarkashi,IPC Crime,2019,130
West Bengal,Alipurduar,IPC Crime,2019,2011
West Bengal,Asansol Durgapur,IPC Crime,2019,4032
West Bengal,Bankura,IPC Crime,2019,2335
West Bengal,Barrackpur,IPC Crime,2019,8572
West Bengal,Bidhannagar,IPC Crime,2019,2537
West Bengal,Birbhum,IPC Crime,2019,3861
West Bengal,Coochbehar,IPC Crime,2019,2325
West Bengal,Dakshin Dinajpur,IPC Crime,2019,1773
West Bengal,Darjeeling,IPC Crime,2019,1255
West Bengal,Howrah,IPC Crime,2019,4989
West Bengal,Jalpaiguri,IPC Crime,2019,2397
West Bengal,Jhargram,IPC Crime,2019,922
West Bengal,Kharagpur,IPC Crime,2019,407
West Bengal,Kolkata,IPC Crime,2019,19682
West Bengal,Malda,IPC Crime,2019,6696
West Bengal,Murshidabad,IPC Crime,2019,12488
West Bengal,Nadia,IPC Crime,2019,7589
West Bengal,Paschim Medinipur,IPC Crime,2019,6460
West Bengal,Purab Medinipur,IPC Crime,2019,6391
West Bengal,Purulia,IPC Crime,2019,1770
West Bengal,Sealdah,IPC Crime,2019,634
West Bengal,Siliguri,IPC Crime,2019,142
West Bengal,Uttar Dinajpur,IPC Crime,2019,4288
West Bengal,Chandannagar,IPC Crime,2019,2697
West Bengal,Kalimpong,IPC Crime,2019,332
West Bengal,Purba Bardhaman,IPC Crime,2019,6053
West Bengal,Barasat,IPC Crime,2019,9252
West Bengal,Basirhat,IPC Crime,2019,4281
A&N Islands,South Andaman,IPC Crime,2019,427
A&N Islands,North & Middle Andaman,IPC Crime,2019,113
A&N Islands,Nicobar,IPC Crime,2019,24
Chandigarh,Chandigarh,IPC Crime,2019,2819
D&N Haveli,D&N Haveli,IPC Crime,2019,226
Daman & Diu,Daman,IPC Crime,2019,258
Daman & Diu,Diu,IPC Crime,2019,64
Delhi,Central,IPC Crime,2019,12995
Delhi,East,IPC Crime,2019,21936
Delhi,New Delhi,IPC Crime,2019,3571
Delhi,North,IPC Crime,2019,15881
Delhi,North-East,IPC Crime,2019,22845
Delhi,North-West,IPC Crime,2019,24732
Delhi,Outer,IPC Crime,2019,22513
Delhi,South,IPC Crime,2019,23400
Delhi,South-East,IPC Crime,2019,23467
Delhi,South-West,IPC Crime,2019,15660
Delhi,West,IPC Crime,2019,22915
Delhi,Rohini,IPC Crime,2019,22335
Delhi,Shahdara,IPC Crime,2019,17905
Delhi,Dwarka,IPC Crime,2019,24302
Delhi,Outer North,IPC Crime,2019,11318
Lakshadweep,Lakshadweep,IPC Crime,2019,123
Puducherry,Karaikal,IPC Crime,2019,0
Puducherry,Puducherry,IPC Crime,2019,3167
Andhra Pradesh,Anantapur,IPC Crime,2020,17376
Andhra Pradesh,Chittoor,IPC Crime,2020,11448
Andhra Pradesh,Cuddapah,IPC Crime,2020,7207
Andhra Pradesh,Godavari,IPC Crime,2020,9994
Andhra Pradesh,Guntur,IPC Crime,2020,9586
Andhra Pradesh,Krishna,IPC Crime,2020,10854
Andhra Pradesh,Kurnool,IPC Crime,2020,13285
Andhra Pradesh,Nellore,IPC Crime,2020,13571
Andhra Pradesh,Prakasham,IPC Crime,2020,9003
Andhra Pradesh,Rajahmundry,IPC Crime,2020,4678
Andhra Pradesh,Srikakulam,IPC Crime,2020,16218
Andhra Pradesh,Tirupathi,IPC Crime,2020,4989
Andhra Pradesh,Vijayawada,IPC Crime,2020,8352
Andhra Pradesh,Visakha,IPC Crime,2020,13183
Andhra Pradesh,Visakhapatnam,IPC Crime,2020,11418
Andhra Pradesh,Vizianagaram,IPC Crime,2020,6594
Andhra Pradesh,West Godavari,IPC Crime,2020,10801
Arunachal Pradesh,Anjaw,IPC Crime,2020,12
Arunachal Pradesh,Changlang,IPC Crime,2020,124
Arunachal Pradesh,Dibang Valley,IPC Crime,2020,22
Arunachal Pradesh,Kameng,IPC Crime,2020,77
Arunachal Pradesh,Kurung Kumey,IPC Crime,2020,24
Arunachal Pradesh,Lohit,IPC Crime,2020,83
Arunachal Pradesh,Longding,IPC Crime,2020,73
Arunachal Pradesh,Papum Pare City,IPC Crime,2020,621
Arunachal Pradesh,Papum Pare Rural,IPC Crime,2020,143
Arunachal Pradesh,Subansiri,IPC Crime,2020,53
Arunachal Pradesh,Tawang,IPC Crime,2020,19
Arunachal Pradesh,Tirap,IPC Crime,2020,61
Arunachal Pradesh,Namsai,IPC Crime,2020,98
Arunachal Pradesh,Kamle,IPC Crime,2020,35
Arunachal Pradesh,Kra Dadi,IPC Crime,2020,4
Arunachal Pradesh,Leparada,IPC Crime,2020,40
Arunachal Pradesh,Shiyomi,IPC Crime,2020,13
Arunachal Pradesh,Pakkessang,IPC Crime,2020,14
Assam,Barpeta,IPC Crime,2020,6758
Assam,Baksa,IPC Crime,2020,1436
Assam,Bongaigaon,IPC Crime,2020,2836
Assam,Cachar,IPC Crime,2020,6548
Assam,Chirang,IPC Crime,2020,1193
Assam,Darrang,IPC Crime,2020,3339
Assam,Dhemaji,IPC Crime,2020,1591
Assam,Dhubri,IPC Crime,2020,6950
Assam,Dibrugarh,IPC Crime,2020,4696
Assam,Goalpara,IPC Crime,2020,2367
Assam,Golaghat,IPC Crime,2020,2279
Assam,Guwahati ,IPC Crime,2020,15512
Assam,Hailakandi,IPC Crime,2020,2595
Assam,Hamren,IPC Crime,2020,263
Assam,Jorhat,IPC Crime,2020,5367
Assam,Kamrup,IPC Crime,2020,7429
Assam,Karbi Anglong,IPC Crime,2020,858
Assam,Karimganj,IPC Crime,2020,3211
Assam,Kokrajhar,IPC Crime,2020,1822
Assam,Lakhimpur,IPC Crime,2020,3004
Assam,Morigaon,IPC Crime,2020,3652
Assam,Dima Hasao,IPC Crime,2020,237
Assam,Nagaon,IPC Crime,2020,6729
Assam,Nalbari,IPC Crime,2020,2279
Assam,Sibsagar,IPC Crime,2020,2896
Assam,Sonitpur,IPC Crime,2020,3536
Assam,Tinsukia,IPC Crime,2020,3176
Assam,Udalguri,IPC Crime,2020,1455
Assam,Sadia,IPC Crime,2020,279
Assam,Majuli,IPC Crime,2020,299
Assam,Biswanath,IPC Crime,2020,1359
Assam,Hojai,IPC Crime,2020,3079
Assam,Salmara,IPC Crime,2020,1550
Assam,Charaideo,IPC Crime,2020,687
Bihar,Araria,IPC Crime,2020,4435
Bihar,Arwal,IPC Crime,2020,1123
Bihar,Aurangabad,IPC Crime,2020,3412
Bihar,Bagaha,IPC Crime,2020,2288
Bihar,Banka,IPC Crime,2020,3409
Bihar,Begusarai,IPC Crime,2020,4569
Bihar,Bettiah,IPC Crime,2020,6029
Bihar,Bhabhua,IPC Crime,2020,2358
Bihar,Bhagalpur,IPC Crime,2020,4797
Bihar,Bhojpur,IPC Crime,2020,6275
Bihar,Buxar,IPC Crime,2020,3288
Bihar,Darbhanga,IPC Crime,2020,5365
Bihar,Gaya,IPC Crime,2020,8904
Bihar,Gopalganj,IPC Crime,2020,4534
Bihar,Jamui,IPC Crime,2020,3083
Bihar,Jehanabad,IPC Crime,2020,2252
Bihar,Katihar,IPC Crime,2020,3967
Bihar,Khagaria,IPC Crime,2020,3134
Bihar,Kishanganj,IPC Crime,2020,1900
Bihar,Lakhisarai,IPC Crime,2020,1837
Bihar,Madhepura,IPC Crime,2020,3302
Bihar,Madhubani,IPC Crime,2020,6023
Bihar,Motihari,IPC Crime,2020,10166
Bihar,Munger,IPC Crime,2020,2185
Bihar,Muzaffarpur,IPC Crime,2020,10103
Bihar,Nalanda,IPC Crime,2020,8525
Bihar,Naugachia,IPC Crime,2020,1691
Bihar,Nawadah,IPC Crime,2020,4661
Bihar,Patna,IPC Crime,2020,20207
Bihar,Purnea,IPC Crime,2020,4209
Bihar,Rohtas,IPC Crime,2020,5794
Bihar,Saharsa,IPC Crime,2020,2643
Bihar,Samastipur,IPC Crime,2020,5242
Bihar,Saran,IPC Crime,2020,9656
Bihar,Sheikhpura,IPC Crime,2020,1263
Bihar,Sheohar,IPC Crime,2020,996
Bihar,Sitamarhi,IPC Crime,2020,5119
Bihar,Siwan,IPC Crime,2020,5322
Bihar,Supaul,IPC Crime,2020,3296
Bihar,Vaishali,IPC Crime,2020,6300
Chhattisgarh,Balod,IPC Crime,2020,1942
Chhattisgarh,Balodbazar,IPC Crime,2020,3243
Chhattisgarh,Balrampur,IPC Crime,2020,1542
Chhattisgarh,Bemetra,IPC Crime,2020,1981
Chhattisgarh,Bilaspur,IPC Crime,2020,6162
Chhattisgarh,Bizapur,IPC Crime,2020,470
Chhattisgarh,Dantewara,IPC Crime,2020,385
Chhattisgarh,Dhamtari,IPC Crime,2020,2057
Chhattisgarh,Durg,IPC Crime,2020,6374
Chhattisgarh,Gariyaband,IPC Crime,2020,1063
Chhattisgarh,Jagdalpur,IPC Crime,2020,1694
Chhattisgarh,Janjgir,IPC Crime,2020,3571
Chhattisgarh,Jashpur,IPC Crime,2020,1321
Chhattisgarh,Kabirdham,IPC Crime,2020,1811
Chhattisgarh,Kanker,IPC Crime,2020,1127
Chhattisgarh,Kondagaon,IPC Crime,2020,806
Chhattisgarh,Korba,IPC Crime,2020,2913
Chhattisgarh,Koriya,IPC Crime,2020,2326
Chhattisgarh,Mahasamund,IPC Crime,2020,2010
Chhattisgarh,Mungali,IPC Crime,2020,1735
Chhattisgarh,Narayanpur,IPC Crime,2020,262
Chhattisgarh,Raigarh,IPC Crime,2020,3225
Chhattisgarh,Raipur,IPC Crime,2020,8461
Chhattisgarh,Rajnandgaon,IPC Crime,2020,3797
Chhattisgarh,Sarguja,IPC Crime,2020,2147
Chhattisgarh,Sukma,IPC Crime,2020,349
Chhattisgarh,Surajpur,IPC Crime,2020,1522
Chhattisgarh,Gaurela-Pendra-Marwari,IPC Crime,2020,667
Goa,North Goa,IPC Crime,2020,1662
Goa,South Goa,IPC Crime,2020,1667
Gujarat,Ahmedabad,IPC Crime,2020,61395
Gujarat,Amreli,IPC Crime,2020,8282
Gujarat,Anand,IPC Crime,2020,8562
Gujarat,Arvalli,IPC Crime,2020,4150
Gujarat,Banaskantha,IPC Crime,2020,10347
Gujarat,Bharuch,IPC Crime,2020,6589
Gujarat,Bhavnagar,IPC Crime,2020,11839
Gujarat,Botad,IPC Crime,2020,3856
Gujarat,Chhotaudepur,IPC Crime,2020,3029
Gujarat,Dahod,IPC Crime,2020,5301
Gujarat,Dang,IPC Crime,2020,1363
Gujarat,Devbhumi Dwarka,IPC Crime,2020,3795
Gujarat,Gandhinagar,IPC Crime,2020,3931
Gujarat,Gir Somnath,IPC Crime,2020,1137
Gujarat,Jamnagar,IPC Crime,2020,7939
Gujarat,Junagadh,IPC Crime,2020,5226
Gujarat,Kachchh,IPC Crime,2020,9582
Gujarat,Kheda,IPC Crime,2020,9135
Gujarat,Mahisagar,IPC Crime,2020,5104
Gujarat,Mehsana,IPC Crime,2020,19743
Gujarat,Morbi,IPC Crime,2020,6127
Gujarat,Narmada,IPC Crime,2020,2323
Gujarat,Navsari,IPC Crime,2020,8696
Gujarat,Panchmahal,IPC Crime,2020,6477
Gujarat,Patan,IPC Crime,2020,7568
Gujarat,Porbandar,IPC Crime,2020,5136
Gujarat,Rajkot,IPC Crime,2020,24140
Gujarat,Sabarkantha,IPC Crime,2020,12826
Gujarat,Surat,IPC Crime,2020,33824
Gujarat,Surendranagar,IPC Crime,2020,4366
Gujarat,Tapi,IPC Crime,2020,3939
Gujarat,Vadodara,IPC Crime,2020,13517
Gujarat,Valsad,IPC Crime,2020,12808
Haryana,Ambala,IPC Crime,2020,4535
Haryana,Bhiwani,IPC Crime,2020,3916
Haryana,Faridabad,IPC Crime,2020,9313
Haryana,Fatehabad,IPC Crime,2020,2690
Haryana,Gurugram,IPC Crime,2020,12117
Haryana,Hissar,IPC Crime,2020,5350
Haryana,Jhajjar,IPC Crime,2020,3668
Haryana,Jind,IPC Crime,2020,3771
Haryana,Kaithal,IPC Crime,2020,3008
Haryana,Karnal,IPC Crime,2020,5722
Haryana,Kurukshetra,IPC Crime,2020,4187
Haryana,Mahendergarh,IPC Crime,2020,2609
Haryana,Nuh,IPC Crime,2020,2948
Haryana,Palwal,IPC Crime,2020,3563
Haryana,Panchkula,IPC Crime,2020,2081
Haryana,Panipat,IPC Crime,2020,5636
Haryana,Rewari,IPC Crime,2020,3973
Haryana,Rohtak,IPC Crime,2020,5864
Haryana,Sirsa,IPC Crime,2020,3792
Haryana,Sonipat,IPC Crime,2020,5618
Haryana,Yamunanagar,IPC Crime,2020,4466
Haryana,Charkhi Dadri,IPC Crime,2020,1103
Haryana,Hansi,IPC Crime,2020,1782
Himachal Pradesh,Baddi,IPC Crime,2020,823
Himachal Pradesh,Bilaspur,IPC Crime,2020,1244
Himachal Pradesh,Chamba,IPC Crime,2020,843
Himachal Pradesh,Hamirpur,IPC Crime,2020,862
Himachal Pradesh,Kangra,IPC Crime,2020,2759
Himachal Pradesh,Kinnaur,IPC Crime,2020,272
Himachal Pradesh,Kullu,IPC Crime,2020,894
Himachal Pradesh,Lahaul & Spiti,IPC Crime,2020,49
Himachal Pradesh,Mandi,IPC Crime,2020,2476
Himachal Pradesh,Shimla,IPC Crime,2020,2024
Himachal Pradesh,Sirmaur,IPC Crime,2020,938
Himachal Pradesh,Solan,IPC Crime,2020,770
Himachal Pradesh,Una,IPC Crime,2020,809
Jharkhand,Bokaro,IPC Crime,2020,2824
Jharkhand,Chaibasa,IPC Crime,2020,1046
Jharkhand,Chatra,IPC Crime,2020,2000
Jharkhand,Deoghar,IPC Crime,2020,3087
Jharkhand,Dhanbad,IPC Crime,2020,5033
Jharkhand,Dumka,IPC Crime,2020,1521
Jharkhand,Garhwa,IPC Crime,2020,2682
Jharkhand,Giridih,IPC Crime,2020,3431
Jharkhand,Godda,IPC Crime,2020,1895
Jharkhand,Gumla,IPC Crime,2020,1242
Jharkhand,Hazaribagh,IPC Crime,2020,3731
Jharkhand,Jamshedpur,IPC Crime,2020,3702
Jharkhand,Jamtara,IPC Crime,2020,723
Jharkhand,Khunti,IPC Crime,2020,599
Jharkhand,Koderma,IPC Crime,2020,1228
Jharkhand,Latehar,IPC Crime,2020,878
Jharkhand,Lohardagga,IPC Crime,2020,695
Jharkhand,Pakur,IPC Crime,2020,769
Jharkhand,Palamu,IPC Crime,2020,3103
Jharkhand,Ramgarh,IPC Crime,2020,997
Jharkhand,Ranchi,IPC Crime,2020,5925
Jharkhand,Sahebganj,IPC Crime,2020,2097
Jharkhand,Saraikela,IPC Crime,2020,1066
Jharkhand,Simdega,IPC Crime,2020,502
Karnataka,Bagalkot,IPC Crime,2020,1782
Karnataka,Bengaluru,IPC Crime,2020,19964
Karnataka,Ballari,IPC Crime,2020,3404
Karnataka,Bidar,IPC Crime,2020,2790
Karnataka,Vijayapura,IPC Crime,2020,2703
Karnataka,Chikkaballapura,IPC Crime,2020,2119
Karnataka,Chamarajnagar,IPC Crime,2020,1464
Karnataka,Chikkamagaluru,IPC Crime,2020,2486
Karnataka,Chitradurga,IPC Crime,2020,3651
Karnataka,Dakshina Kannada,IPC Crime,2020,1506
Karnataka,Davanagere,IPC Crime,2020,2410
Karnataka,Dharwad,IPC Crime,2020,859
Karnataka,Gadag,IPC Crime,2020,875
Karnataka,Kalaburgi,IPC Crime,2020,2441
Karnataka,Hassan,IPC Crime,2020,4357
Karnataka,Haveri,IPC Crime,2020,1885
Karnataka,Hubballi Dharwad,IPC Crime,2020,1362
Karnataka,Kodagu,IPC Crime,2020,1293
Karnataka,Kolar,IPC Crime,2020,1953
Karnataka,Koppal,IPC Crime,2020,1730
Karnataka,Mandya,IPC Crime,2020,4984
Karnataka,Mangaluru,IPC Crime,2020,1910
Karnataka,Mysuru,IPC Crime,2020,2127
Karnataka,Raichur,IPC Crime,2020,2343
Karnataka,Ramanagara,IPC Crime,2020,3633
Karnataka,Shimoga,IPC Crime,2020,3913
Karnataka,Tumakuru,IPC Crime,2020,4583
Karnataka,Udupi,IPC Crime,2020,1904
Karnataka,Uttara Kannada,IPC Crime,2020,2098
Karnataka,Yadgiri,IPC Crime,2020,1334
Karnataka,Belagavi,IPC Crime,2020,1229
Karnataka,Kalaburgi City,IPC Crime,2020,1417
Kerala,Alapuzha,IPC Crime,2020,9913
Kerala,Ernakulam,IPC Crime,2020,5973
Kerala,Idukki,IPC Crime,2020,6324
Kerala,Kannur,IPC Crime,2020,4782
Kerala,Kasargod,IPC Crime,2020,3378
Kerala,Kollam,IPC Crime,2020,7089
Kerala,Kottayam,IPC Crime,2020,15948
Kerala,Kozhikode,IPC Crime,2020,5013
Kerala,Malappuram,IPC Crime,2020,6487
Kerala,Palakkad,IPC Crime,2020,5957
Kerala,Pathanamthitta,IPC Crime,2020,13487
Kerala,Thrissur,IPC Crime,2020,6606
Kerala,Trivandrum,IPC Crime,2020,11862
Kerala,Wayanadu,IPC Crime,2020,3267
Madhya Pradesh,Agar,IPC Crime,2020,1841
Madhya Pradesh,Alirajpur,IPC Crime,2020,1632
Madhya Pradesh,Anuppur,IPC Crime,2020,2342
Madhya Pradesh,Ashok Nagar,IPC Crime,2020,3628
Madhya Pradesh,Balaghat,IPC Crime,2020,4479
Madhya Pradesh,Barwani,IPC Crime,2020,3243
Madhya Pradesh,Betul,IPC Crime,2020,3978
Madhya Pradesh,Bhind,IPC Crime,2020,5692
Madhya Pradesh,Bhopal,IPC Crime,2020,21063
Madhya Pradesh,Burhanpur,IPC Crime,2020,2105
Madhya Pradesh,Chhatarpur,IPC Crime,2020,6599
Madhya Pradesh,Chhindwara,IPC Crime,2020,4871
Madhya Pradesh,Damoh,IPC Crime,2020,6692
Madhya Pradesh,Datia,IPC Crime,2020,2843
Madhya Pradesh,Dewas,IPC Crime,2020,6613
Madhya Pradesh,Dhar,IPC Crime,2020,6908
Madhya Pradesh,Dindori,IPC Crime,2020,2397
Madhya Pradesh,Guna,IPC Crime,2020,6794
Madhya Pradesh,Gwalior,IPC Crime,2020,12252
Madhya Pradesh,Harda,IPC Crime,2020,2057
Madhya Pradesh,Hoshangabad,IPC Crime,2020,4254
Madhya Pradesh,Indore,IPC Crime,2020,17201
Madhya Pradesh,Jabalpur,IPC Crime,2020,13738
Madhya Pradesh,Jhabua,IPC Crime,2020,2138
Madhya Pradesh,Katni,IPC Crime,2020,4301
Madhya Pradesh,Khandwa,IPC Crime,2020,3549
Madhya Pradesh,Khargone,IPC Crime,2020,4714
Madhya Pradesh,Mandla,IPC Crime,2020,2107
Madhya Pradesh,Mandsaur,IPC Crime,2020,4183
Madhya Pradesh,Morena,IPC Crime,2020,7786
Madhya Pradesh,Narsinghpur,IPC Crime,2020,3406
Madhya Pradesh,Neemuch,IPC Crime,2020,1862
Madhya Pradesh,Panna,IPC Crime,2020,3821
Madhya Pradesh,Raisen,IPC Crime,2020,4007
Madhya Pradesh,Rajgarh,IPC Crime,2020,4767
Madhya Pradesh,Ratlam,IPC Crime,2020,5647
Madhya Pradesh,Rewa,IPC Crime,2020,10120
Madhya Pradesh,Sagar,IPC Crime,2020,8984
Madhya Pradesh,Satna,IPC Crime,2020,7695
Madhya Pradesh,Seoni,IPC Crime,2020,4594
Madhya Pradesh,Shahdol,IPC Crime,2020,5186
Madhya Pradesh,Shajapur,IPC Crime,2020,2948
Madhya Pradesh,Sheopur,IPC Crime,2020,1504
Madhya Pradesh,Shivpuri,IPC Crime,2020,5903
Madhya Pradesh,Sidhi,IPC Crime,2020,4314
Madhya Pradesh,Sehore,IPC Crime,2020,4641
Madhya Pradesh,Singrauli,IPC Crime,2020,4219
Madhya Pradesh,Tikamgarh,IPC Crime,2020,4297
Madhya Pradesh,Ujjain,IPC Crime,2020,13186
Madhya Pradesh,Umaria,IPC Crime,2020,1627
Madhya Pradesh,Vidisha,IPC Crime,2020,5451
Madhya Pradesh,Niwari,IPC Crime,2020,1911
Maharashtra,Ahmednagar,IPC Crime,2020,38689
Maharashtra,Akola,IPC Crime,2020,7524
Maharashtra,Amravati,IPC Crime,2020,5195
Maharashtra,Aurangabad,IPC Crime,2020,6248
Maharashtra,Beed,IPC Crime,2020,5719
Maharashtra,Bhandara,IPC Crime,2020,2727
Maharashtra,Buldhana,IPC Crime,2020,7792
Maharashtra,Chandrapur,IPC Crime,2020,5641
Maharashtra,Dhule,IPC Crime,2020,3537
Maharashtra,Gadchiroli,IPC Crime,2020,1425
Maharashtra,Gondia,IPC Crime,2020,2190
Maharashtra,Hingoli,IPC Crime,2020,2913
Maharashtra,Jalgaon,IPC Crime,2020,9354
Maharashtra,Jalna,IPC Crime,2020,6255
Maharashtra,Kolhapur,IPC Crime,2020,9320
Maharashtra,Latur,IPC Crime,2020,5146
Maharashtra,Mumbai,IPC Crime,2020,50158
Maharashtra,Nagpur,IPC Crime,2020,13457
Maharashtra,Nanded,IPC Crime,2020,7514
Maharashtra,Nandurbar,IPC Crime,2020,7134
Maharashtra,Nasik,IPC Crime,2020,4641
Maharashtra,Navi Mumbai,IPC Crime,2020,5584
Maharashtra,Osmanabad,IPC Crime,2020,3622
Maharashtra,Palghar,IPC Crime,2020,1914
Maharashtra,Parbhani,IPC Crime,2020,4439
Maharashtra,Pune,IPC Crime,2020,32513
Maharashtra,Raigad,IPC Crime,2020,2160
Maharashtra,Ratnagiri,IPC Crime,2020,1491
Maharashtra,Sangli,IPC Crime,2020,6603
Maharashtra,Satara,IPC Crime,2020,7408
Maharashtra,Sindhudurg,IPC Crime,2020,999
Maharashtra,Solapur,IPC Crime,2020,6634
Maharashtra,Thane,IPC Crime,2020,12509
Maharashtra,Wardha,IPC Crime,2020,4862
Maharashtra,Washim,IPC Crime,2020,5690
Maharashtra,Yavatmal,IPC Crime,2020,7560
Maharashtra,Pimpri Chinchwad,IPC Crime,2020,7131
Maharashtra,Mira Bhayandar Vasai Virar .,IPC Crime,2020,7020
Manipur,Bishnupur,IPC Crime,2020,189
Manipur,Chandel,IPC Crime,2020,36
Manipur,Churachandpur,IPC Crime,2020,122
Manipur,Imphal,IPC Crime,2020,444
Manipur,Senapati,IPC Crime,2020,20
Manipur,Tamenglong,IPC Crime,2020,24
Manipur,Thoubal,IPC Crime,2020,374
Manipur,Ukhrul,IPC Crime,2020,14
Manipur,Kakching,IPC Crime,2020,107
Manipur,Kamjong,IPC Crime,2020,8
Manipur,Kangpokpi,IPC Crime,2020,72
Manipur,Jiribam,IPC Crime,2020,14
Manipur,Noney,IPC Crime,2020,49
Manipur,Pherzawl,IPC Crime,2020,2
Manipur,Tengnoupal,IPC Crime,2020,61
Manipur,Narcotic,IPC Crime,2020,0
Meghalaya,Garo Hills,IPC Crime,2020,67
Meghalaya,Jaintia Hills,IPC Crime,2020,173
Meghalaya,Khasi Hills,IPC Crime,2020,1331
Meghalaya,Ri-Bhoi,IPC Crime,2020,348
Mizoram,Aizawl,IPC Crime,2020,1111
Mizoram,Champhai,IPC Crime,2020,105
Mizoram,Kolasib,IPC Crime,2020,137
Mizoram,Lawngtlai,IPC Crime,2020,62
Mizoram,Lunglei,IPC Crime,2020,107
Mizoram,Mamit,IPC Crime,2020,101
Mizoram,Saiha,IPC Crime,2020,68
Mizoram,Serchhip,IPC Crime,2020,58
Mizoram,Saitual,IPC Crime,2020,0
Mizoram,Khawzawl,IPC Crime,2020,21
Mizoram,Hnahthial,IPC Crime,2020,17
Nagaland,Dimapur,IPC Crime,2020,686
Nagaland,Kiphire,IPC Crime,2020,11
Nagaland,Kohima,IPC Crime,2020,84
Nagaland,Longleng,IPC Crime,2020,14
Nagaland,Mokokchung,IPC Crime,2020,38
Nagaland,Mon,IPC Crime,2020,66
Nagaland,Peren,IPC Crime,2020,24
Nagaland,Phek,IPC Crime,2020,21
Nagaland,Tuensang,IPC Crime,2020,15
Nagaland,Wokha,IPC Crime,2020,38
Nagaland,Zunheboto,IPC Crime,2020,25
