State,District,Crime,Year,Count
Gujarat,Surat,Murder,2017,89
Gujarat,Surendranagar,Murder,2017,31
Gujarat,Tapi,Murder,2017,14
Gujarat,Vadodara,Murder,2017,15
Gujarat,Valsad,Murder,2017,23
Harayana,Ambala,Murder,2017,19
Harayana,Bhiwani,Murder,2017,31
Harayana,Faridabad,Murder,2017,80
Harayana,Fatehabad,Murder,2017,23
Harayana,Gurugram,Murder,2017,107
Harayana,Hissar,Murder,2017,32
Harayana,Jhajjar,Murder,2017,66
Harayana,Jind,Murder,2017,40
Harayana,Kaithal,Murder,2017,30
Harayana,Karnal,Murder,2017,65
Harayana,Kurukshetra,Murder,2017,26
Harayana,Mahendergarh,Murder,2017,42
Harayana,Mewat,Murder,2017,33
Harayana,Palwal,Murder,2017,41
Harayana,Panchkula,Murder,2017,19
Harayana,Panipat,Murder,2017,60
Harayana,Rewari,Murder,2017,34
Harayana,Rohtak,Murder,2017,62
Harayana,Sirsa,Murder,2017,25
Harayana,Sonipat,Murder,2017,98
Harayana,Yamunanagar,Murder,2017,35
Harayana,Charkhi Dadri,Murder,2017,23
Harayana,Hansi,Murder,2017,12
Himachal Pradesh,Baddi,Murder,2017,7
Himachal Pradesh,Bilaspur,Murder,2017,4
Himachal Pradesh,Chamba,Murder,2017,4
Himachal Pradesh,Hamirpur,Murder,2017,0
Himachal Pradesh,Kangra,Murder,2017,19
Himachal Pradesh,Kinnaur,Murder,2017,4
Himachal Pradesh,Kullu,Murder,2017,9
Himachal Pradesh,Lahaul & Spiti,Murder,2017,0
Himachal Pradesh,Mandi,Murder,2017,11
Himachal Pradesh,Shimla,Murder,2017,16
Himachal Pradesh,Sirmaur,Murder,2017,7
Himachal Pradesh,Solan,Murder,2017,5
Himachal Pradesh,Una,Murder,2017,13
Jammu & Kashmir,Anantnag,Murder,2017,7
Jammu & Kashmir,Awantipora,Murder,2017,4
Jammu & Kashmir,Bandipora,Murder,2017,7
Jammu & Kashmir,Baramulla,Murder,2017,7
Jammu & Kashmir,Budgam,Murder,2017,0
Jammu & Kashmir,Doda,Murder,2017,2
Jammu & Kashmir,Ganderbal,Murder,2017,1
Jammu & Kashmir,Handwara,Murder,2017,8
Jammu & Kashmir,Jammu,Murder,2017,14
Jammu & Kashmir,Kargil,Murder,2017,0
Jammu & Kashmir,Kathua,Murder,2017,4
Jammu & Kashmir,Kishtwar,Murder,2017,2
Jammu & Kashmir,Kulgam,Murder,2017,11
Jammu & Kashmir,Kupwara,Murder,2017,6
Jammu & Kashmir,Leh,Murder,2017,0
Jammu & Kashmir,Poonch,Murder,2017,9
Jammu & Kashmir,Pulwama,Murder,2017,12
Jammu & Kashmir,Rajouri,Murder,2017,6
Jammu & Kashmir,Ramban,Murder,2017,4
Jammu & Kashmir,Reasi,Murder,2017,5
Jammu & Kashmir,Samba,Murder,2017,2
Jammu & Kashmir,Shopian,Murder,2017,14
Jammu & Kashmir,Sopore,Murder,2017,2
Jammu & Kashmir,Srinagar,Murder,2017,15
Jammu & Kashmir,Udhampur,Murder,2017,10
Jharkhand,Bokaro,Murder,2017,48
Jharkhand,Chaibasa,Murder,2017,101
Jharkhand,Chatra,Murder,2017,64
Jharkhand,Deoghar,Murder,2017,70
Jharkhand,Dhanbad,Murder,2017,58
Jharkhand,Dumka,Murder,2017,63
Jharkhand,Garhwa,Murder,2017,62
Jharkhand,Giridih,Murder,2017,51
Jharkhand,Godda,Murder,2017,52
Jharkhand,Gumla,Murder,2017,136
Jharkhand,Hazaribagh,Murder,2017,77
Jharkhand,Jamshedpur,Murder,2017,98
Jharkhand,Jamtara,Murder,2017,19
Jharkhand,Khunti,Murder,2017,56
Jharkhand,Koderma,Murder,2017,28
Jharkhand,Latehar,Murder,2017,33
Jharkhand,Lohardagga,Murder,2017,22
Jharkhand,Pakur,Murder,2017,23
Jharkhand,Palamu,Murder,2017,89
Jharkhand,Ramgarh,Murder,2017,19
Jharkhand,Ranchi,Murder,2017,152
Jharkhand,Sahebganj,Murder,2017,62
Jharkhand,Saraikela,Murder,2017,43
Jharkhand,Simdega,Murder,2017,53
Karnataka,Bagalkot,Murder,2017,37
Karnataka,Bengaluru,Murder,2017,235
Karnataka,Ballari,Murder,2017,37
Karnataka,Bidar,Murder,2017,33
Karnataka,Vijayapura,Murder,2017,82
Karnataka,Chikkaballapura,Murder,2017,26
Karnataka,Chamarajnagar,Murder,2017,16
Karnataka,Chikkamagaluru,Murder,2017,15
Karnataka,Chitradurga,Murder,2017,16
Karnataka,Dakshina Kannada,Murder,2017,17
Karnataka,Davanagere,Murder,2017,33
Karnataka,Dharwad,Murder,2017,30
Karnataka,Gadag,Murder,2017,20
Karnataka,Kalaburgi,Murder,2017,70
Karnataka,Hassan,Murder,2017,50
Karnataka,Haveri,Murder,2017,25
Karnataka,Hubballi Dharwad,Murder,2017,20
Karnataka,Kodagu,Murder,2017,27
Karnataka,Kolar,Murder,2017,38
Karnataka,Koppal,Murder,2017,15
Karnataka,Mandya,Murder,2017,44
Karnataka,Mangaluru,Murder,2017,16
Karnataka,Mysuru,Murder,2017,22
Karnataka,Raichur,Murder,2017,42
Karnataka,Ramanagara,Murder,2017,42
Karnataka,Shimoga,Murder,2017,44
Karnataka,Tumakuru,Murder,2017,44
Karnataka,Udupi,Murder,2017,12
Karnataka,Uttara Kannada,Murder,2017,20
Karnataka,Yadgiri,Murder,2017,27
Karnataka,Belagavi,Murder,2017,18
Kerala,Alapuzha,Murder,2017,19
Kerala,Ernakulam,Murder,2017,11
Kerala,Idukki,Murder,2017,20
Kerala,Kannur,Murder,2017,20
Kerala,Kasargod,Murder,2017,11
Kerala,Kollam,Murder,2017,10
Kerala,Kottayam,Murder,2017,10
Kerala,Kozhikode,Murder,2017,7
Kerala,Malappuram,Murder,2017,18
Kerala,Palakkad,Murder,2017,27
Kerala,Pathanamthitta,Murder,2017,30
Kerala,Thrissur,Murder,2017,11
Kerala,Trivandrum,Murder,2017,13
Kerala,Wayanadu,Murder,2017,4
Madhya Pradesh,Agar,Murder,2017,9
Madhya Pradesh,Alirajpur,Murder,2017,47
Madhya Pradesh,Anuppur,Murder,2017,23
Madhya Pradesh,Ashok Nagar,Murder,2017,19
Madhya Pradesh,Balaghat,Murder,2017,43
Madhya Pradesh,Barwani,Murder,2017,27
Madhya Pradesh,Betul,Murder,2017,57
Madhya Pradesh,Bhind,Murder,2017,42
Madhya Pradesh,Bhopal,Murder,2017,65
Madhya Pradesh,Burhanpur,Murder,2017,11
Madhya Pradesh,Chhatarpur,Murder,2017,47
Madhya Pradesh,Chhindwara,Murder,2017,56
Madhya Pradesh,Damoh,Murder,2017,36
Madhya Pradesh,Datia,Murder,2017,30
Madhya Pradesh,Dewas,Murder,2017,28
Madhya Pradesh,Dhar,Murder,2017,78
Madhya Pradesh,Dindori,Murder,2017,22
Madhya Pradesh,Guna,Murder,2017,39
Madhya Pradesh,Gwalior,Murder,2017,66
Madhya Pradesh,Harda,Murder,2017,20
Madhya Pradesh,Hoshangabad,Murder,2017,38
Madhya Pradesh,Indore,Murder,2017,94
Madhya Pradesh,Jabalpur,Murder,2017,88
Madhya Pradesh,Jhabua,Murder,2017,21
Madhya Pradesh,Katni,Murder,2017,37
Madhya Pradesh,Khandwa,Murder,2017,24
Madhya Pradesh,Khargone,Murder,2017,48
Madhya Pradesh,Mandla,Murder,2017,25
Madhya Pradesh,Mandsaur,Murder,2017,34
Madhya Pradesh,Morena,Murder,2017,41
Madhya Pradesh,Narsinghpur,Murder,2017,30
Madhya Pradesh,Neemuch,Murder,2017,10
Madhya Pradesh,Panna,Murder,2017,18
Madhya Pradesh,Raisen,Murder,2017,38
Madhya Pradesh,Rajgarh,Murder,2017,22
Madhya Pradesh,Ratlam,Murder,2017,31
Madhya Pradesh,Rewa,Murder,2017,58
Madhya Pradesh,Sagar,Murder,2017,65
Madhya Pradesh,Satna,Murder,2017,63
Madhya Pradesh,Seoni,Murder,2017,29
Madhya Pradesh,Shahdol,Murder,2017,35
Madhya Pradesh,Shajapur,Murder,2017,23
Madhya Pradesh,Sheopur,Murder,2017,13
Madhya Pradesh,Shivpuri,Murder,2017,34
Madhya Pradesh,Sidhi,Murder,2017,26
Madhya Pradesh,Sehore,Murder,2017,21
Madhya Pradesh,Singrauli,Murder,2017,44
Madhya Pradesh,Tikamgarh,Murder,2017,18
Madhya Pradesh,Ujjain,Murder,2017,52
Madhya Pradesh,Umaria,Murder,2017,16
Madhya Pradesh,Vidisha,Murder,2017,39
Maharashtra,Ahmednagar,Murder,2017,86
Maharashtra,Akola,Murder,2017,38
Maharashtra,Amravati,Murder,2017,15
Maharashtra,Aurangabad,Murder,2017,32
Maharashtra,Beed,Murder,2017,56
Maharashtra,Bhandara,Murder,2017,14
Maharashtra,Buldhana,Murder,2017,44
Maharashtra,Chandrapur,Murder,2017,32
Maharashtra,Dhule,Murder,2017,41
Maharashtra,Gadchiroli,Murder,2017,37
Maharashtra,Gondia,Murder,2017,28
Maharashtra,Hingoli,Murder,2017,30
Maharashtra,Jalgaon,Murder,2017,53
Maharashtra,Jalna,Murder,2017,44
Maharashtra,Kolhapur,Murder,2017,43
Maharashtra,Latur,Murder,2017,44
Maharashtra,Mumbai,Murder,2017,127
Maharashtra,Nagpur,Murder,2017,85
Maharashtra,Nanded,Murder,2017,59
Maharashtra,Nandurbar,Murder,2017,35
Maharashtra,Nasik,Murder,2017,41
Maharashtra,Navi Mumbai,Murder,2017,43
Maharashtra,Osmanabad,Murder,2017,48
Maharashtra,Palghar,Murder,2017,74
Maharashtra,Parbhani,Murder,2017,34
Maharashtra,Pune,Murder,2017,110
Maharashtra,Raigad,Murder,2017,16
Maharashtra,Ratnagiri,Murder,2017,12
Maharashtra,Sangli,Murder,2017,43
Maharashtra,Satara,Murder,2017,47
Maharashtra,Sindhudurg,Murder,2017,8
Maharashtra,Solapur,Murder,2017,10
Maharashtra,Thane,Murder,2017,113
Maharashtra,Wardha,Murder,2017,32
Maharashtra,Washim,Murder,2017,27
Maharashtra,Yavatmal,Murder,2017,54
Manipur,Bishnupur,Murder,2017,8
Manipur,Chandel,Murder,2017,7
Manipur,Churachandpur,Murder,2017,7
Manipur,Imphal,Murder,2017,8
Manipur,Senapati,Murder,2017,6
Manipur,Tamenglong,Murder,2017,3
Manipur,Thoubal,Murder,2017,3
Manipur,Ukhrul,Murder,2017,9
Meghalaya,Garo Hills,Murder,2017,6
Meghalaya,Jaintia Hills,Murder,2017,15
Meghalaya,Khasi Hills,Murder,2017,18
Meghalaya,Ri-Bhoi,Murder,2017,9
Mizoram,Aizawl,Murder,2017,8
Mizoram,Champhai,Murder,2017,2
Mizoram,Kolasib,Murder,2017,1
Mizoram,Lawngtlai,Murder,2017,0
Mizoram,Lunglei,Murder,2017,3
Mizoram,Mamit,Murder,2017,4
Mizoram,Saiha,Murder,2017,1
Mizoram,Serchhip,Murder,2017,2
Nagaland,Dimapur,Murder,2017,17
Nagaland,Kiphire,Murder,2017,1
Nagaland,Kohima,Murder,2017,8
Nagaland,Longleng,Murder,2017,0
Nagaland,Mokokchung,Murder,2017,3
Nagaland,Mon,Murder,2017,3
Nagaland,Peren,Murder,2017,1
Nagaland,Phek,Murder,2017,0
Nagaland,Tuensang,Murder,2017,0
Nagaland,Wokha,Murder,2017,2
Nagaland,Zunheboto,Murder,2017,1
Odisha,Angul,Murder,2017,43
Odisha,Balasore,Murder,2017,45
Odisha,Baragarh,Murder,2017,29
Odisha,Berhampur,Murder,2017,15
Odisha,Bhadrak,Murder,2017,33
Odisha,Bolangir,Murder,2017,34
Odisha,Boudh,Murder,2017,13
Odisha,Cuttack,Murder,2017,29
Odisha,Deogarh,Murder,2017,13
Odisha,Dhenkanal,Murder,2017,31
Odisha,Gajapati,Murder,2017,19
Odisha,Ganjam,Murder,2017,72
Odisha,Jagatsinghpur,Murder,2017,25
Odisha,Jajpur,Murder,2017,71
Odisha,Jharsuguda,Murder,2017,24
Odisha,Kalahandi,Murder,2017,47
Odisha,Kandhamal,Murder,2017,43
Odisha,Kendrapara,Murder,2017,39
Odisha,Keonjhar,Murder,2017,56
Odisha,Khurda,Murder,2017,42
Odisha,Koraput,Murder,2017,55
Odisha,Malkangiri,Murder,2017,29
Odisha,Mayurbhanj,Murder,2017,77
Odisha,Nayagarh,Murder,2017,30
Odisha,Nabarangpur,Murder,2017,29
Odisha,Nuapada,Murder,2017,14
Odisha,Puri,Murder,2017,61
Odisha,Rayagada,Murder,2017,39
Odisha,Rourkela,Murder,2017,50
Odisha,Sambalpur,Murder,2017,38
Odisha,Sonepur,Murder,2017,16
Odisha,Sundargarh,Murder,2017,49
Punjab,Barnala,Murder,2017,18
Punjab,Batala,Murder,2017,20
Punjab,Bathinda,Murder,2017,41
Punjab,Amritsar,Murder,2017,21
Punjab,Jalandhar,Murder,2017,15
Punjab,Ludhiana,Murder,2017,59
Punjab,Faridkot,Murder,2017,12
Punjab,Fatehgarh Sahib,Murder,2017,15
Punjab,Fazilka,Murder,2017,21
Punjab,Ferozepur,Murder,2017,27
Punjab,Gurdaspur,Murder,2017,11
Punjab,Hoshiarpur,Murder,2017,27
Punjab,Kapurthala,Murder,2017,18
Punjab,Khanna,Murder,2017,24
Punjab,Mansa,Murder,2017,24
Punjab,Moga,Murder,2017,20
Punjab,Muktsar,Murder,2017,23
Punjab,Pathankot,Murder,2017,10
Punjab,Patiala,Murder,2017,50
Punjab,Ropar,Murder,2017,12
Punjab,Sangrur,Murder,2017,32
Punjab,SAS Nagar,Murder,2017,22
Punjab,SBS Nagar,Murder,2017,8
Punjab,Tarn Taran,Murder,2017,36
Rajasthan,Ajmer,Murder,2017,49
Rajasthan,Alwar,Murder,2017,121
Rajasthan,Banswara,Murder,2017,40
Rajasthan,Baran,Murder,2017,38
Rajasthan,Barmer,Murder,2017,35
Rajasthan,Bharatpur,Murder,2017,88
Rajasthan,Bhilwara,Murder,2017,40
Rajasthan,Bikaner,Murder,2017,43
Rajasthan,Bundi,Murder,2017,19
Rajasthan,Chittorgarh,Murder,2017,27
Rajasthan,Churu,Murder,2017,39
Rajasthan,Dausa,Murder,2017,31
Rajasthan,Dholpur,Murder,2017,50
Rajasthan,Dungarpur,Murder,2017,32
Rajasthan,Ganganagar,Murder,2017,64
Rajasthan,Hanumangarh,Murder,2017,56
Rajasthan,Jaipur,Murder,2017,17
Rajasthan,Jaisalmer,Murder,2017,12
Rajasthan,Jalore,Murder,2017,29
Rajasthan,Jhalawar,Murder,2017,23
Rajasthan,Jhunjhunu,Murder,2017,32
Rajasthan,Jodhpur,Murder,2017,13
Rajasthan,Karauli,Murder,2017,38
Rajasthan,Kota,Murder,2017,26
Rajasthan,Nagaur,Murder,2017,52
Rajasthan,Pali,Murder,2017,47
Rajasthan,Pratapgarh,Murder,2017,29
Rajasthan,Rajsamand,Murder,2017,22
Rajasthan,Sawai Madhopur,Murder,2017,21
Rajasthan,Sikar,Murder,2017,49
Rajasthan,Sirohi,Murder,2017,24
Rajasthan,Tonk,Murder,2017,18
Rajasthan,Udaipur,Murder,2017,74
Sikkim,East,Murder,2017,6
Sikkim,North,Murder,2017,1
Sikkim,South,Murder,2017,3
Sikkim,West,Murder,2017,3
Tamil Nadu,Ariyalur,Murder,2017,20
Tamil Nadu,Chennai,Murder,2017,154
Tamil Nadu,Coimbatore,Murder,2017,47
Tamil Nadu,Cuddalore,Murder,2017,48
Tamil Nadu,Dharmapuri,Murder,2017,36
Tamil Nadu,Dindigul,Murder,2017,36
Tamil Nadu,Erode,Murder,2017,35
Tamil Nadu,Kanchipuram,Murder,2017,67
Tamil Nadu,Kanyakumari,Murder,2017,26
Tamil Nadu,Karur,Murder,2017,15
Tamil Nadu,Krishnagiri,Murder,2017,47
Tamil Nadu,Madurai,Murder,2017,48
Tamil Nadu,Nagapattinam,Murder,2017,32
Tamil Nadu,Namakkal,Murder,2017,40
Tamil Nadu,Nilgiris,Murder,2017,7
Tamil Nadu,Perambalur,Murder,2017,6
Tamil Nadu,Pudukottai,Murder,2017,27
Tamil Nadu,Ramnathapuram,Murder,2017,33
Tamil Nadu,Salem,Murder,2017,44
Tamil Nadu,Sivagangai,Murder,2017,33
Tamil Nadu,Thanjavur,Murder,2017,65
Tamil Nadu,Theni,Murder,2017,29
Tamil Nadu,Thirunelveli,Murder,2017,75
Tamil Nadu,Thiruvallur,Murder,2017,41
Tamil Nadu,Thiruvannamalai,Murder,2017,54
Tamil Nadu,Thiruvarur,Murder,2017,25
Tamil Nadu,Thoothukudi,Murder,2017,69
Tamil Nadu,Tiruppur,Murder,2017,29
Tamil Nadu,Trichy,Murder,2017,32
Tamil Nadu,Vellore,Murder,2017,74
Tamil Nadu,Villupuram,Murder,2017,82
Tamil Nadu,Virudhunagar,Murder,2017,49
Telangana,Hyderabad,Murder,2017,64
Telangana,Karimnagar,Murder,2017,19
Telangana,Khammam,Murder,2017,30
Telangana,Nizamabad,Murder,2017,27
Telangana,Rachakonda,Murder,2017,69
Telangana,Ramagundam,Murder,2017,41
Telangana,Siddipet,Murder,2017,25
Telangana,Warangal,Murder,2017,51
Telangana,Adilabad,Murder,2017,9
Telangana,Bhadradri Kothagudem,Murder,2017,32
Telangana,Jagityal,Murder,2017,28
Telangana,Jayashankar Bhupalpalli,Murder,2017,18
Telangana,Jogulamba Gadwal,Murder,2017,7
Telangana,Kamareddy,Murder,2017,23
Telangana,Kumaram Bheem Asifabad,Murder,2017,15
Telangana,Mahabubabad,Murder,2017,19
Telangana,Mahabubnagar,Murder,2017,27
Telangana,Medak,Murder,2017,25
Telangana,Nagarkurnool,Murder,2017,23
Telangana,Nalgonda,Murder,2017,39
Telangana,Nirmal,Murder,2017,15
Telangana,Rajanna Siricilla,Murder,2017,17
Telangana,Sangareddy,Murder,2017,37
Telangana,Suryapet,Murder,2017,25
Telangana,Vikarabad,Murder,2017,21
Telangana,Wanaparthy,Murder,2017,15
Tripura,Dhalai,Murder,2017,13
Tripura,Gomati,Murder,2017,12
Tripura,Kowai,Murder,2017,14
Tripura,North,Murder,2017,14
Tripura,Sipahijala,Murder,2017,19
Tripura,South,Murder,2017,13
Tripura,Unakoti,Murder,2017,6
Tripura,West,Murder,2017,33
Uttar Pradesh,Agra,Murder,2017,117
Uttar Pradesh,Aligarh,Murder,2017,134
Uttar Pradesh,Prayagraj,Murder,2017,107
Uttar Pradesh,Ambedkar Nagar,Murder,2017,27
Uttar Pradesh,Amethi,Murder,2017,33
Uttar Pradesh,Amroha,Murder,2017,46
Uttar Pradesh,Auraiya,Murder,2017,51
Uttar Pradesh,Azamgarh,Murder,2017,65
Uttar Pradesh,Badaun,Murder,2017,88
Uttar Pradesh,Baghpat,Murder,2017,57
Uttar Pradesh,Bahraich,Murder,2017,40
Uttar Pradesh,Ballia,Murder,2017,34
Uttar Pradesh,Balrampur,Murder,2017,21
Uttar Pradesh,Banda,Murder,2017,36
Uttar Pradesh,Barabanki,Murder,2017,55
Uttar Pradesh,Bareilly,Murder,2017,98
Uttar Pradesh,Basti,Murder,2017,42
Uttar Pradesh,Bijnor,Murder,2017,92
Uttar Pradesh,Bulandshahar,Murder,2017,139
Uttar Pradesh,Chandoli,Murder,2017,14
Uttar Pradesh,Chitrakoot,Murder,2017,25
Uttar Pradesh,Deoria,Murder,2017,31
Uttar Pradesh,Etah,Murder,2017,57
Uttar Pradesh,Etawah,Murder,2017,68
Uttar Pradesh,Ayodhya,Murder,2017,35
Uttar Pradesh,Fatehgarh,Murder,2017,46
Uttar Pradesh,Fatehpur,Murder,2017,48
Uttar Pradesh,Firozabad,Murder,2017,77
Uttar Pradesh,Gautambudh Nagar,Murder,2017,93
Uttar Pradesh,Ghaziabad,Murder,2017,116
Uttar Pradesh,Ghazipur,Murder,2017,43
Uttar Pradesh,Gonda,Murder,2017,36
Uttar Pradesh,Gorakhpur,Murder,2017,77
Uttar Pradesh,Hamirpur,Murder,2017,36
Uttar Pradesh,Hapur,Murder,2017,39
Uttar Pradesh,Hardoi,Murder,2017,58
Uttar Pradesh,Hathras,Murder,2017,48
Uttar Pradesh,Jalaun,Murder,2017,36
Uttar Pradesh,Jaunpur,Murder,2017,66
Uttar Pradesh,Jhansi,Murder,2017,54
Uttar Pradesh,Kannauj,Murder,2017,32
Uttar Pradesh,Kanpur Dehat,Murder,2017,51
Uttar Pradesh,Kanpur Nagar,Murder,2017,97
Uttar Pradesh,Kasganj,Murder,2017,40
Uttar Pradesh,Kaushambi,Murder,2017,32
Uttar Pradesh,Khiri,Murder,2017,86
Uttar Pradesh,Kushi Nagar,Murder,2017,45
Uttar Pradesh,Lalitpur,Murder,2017,28
Uttar Pradesh,Lucknow,Murder,2017,116
Uttar Pradesh,Maharajganj,Murder,2017,23
Uttar Pradesh,Mahoba,Murder,2017,27
Uttar Pradesh,Mainpuri,Murder,2017,83
Uttar Pradesh,Mathura,Murder,2017,92
Uttar Pradesh,Mau,Murder,2017,25
Uttar Pradesh,Meerut,Murder,2017,162
Uttar Pradesh,Mirzapur,Murder,2017,32
Uttar Pradesh,Moradabad,Murder,2017,71
Uttar Pradesh,Muzaffarnagar,Murder,2017,105
Uttar Pradesh,Pilibhit,Murder,2017,40
Uttar Pradesh,Pratapgarh,Murder,2017,56
Uttar Pradesh,Raibareilly,Murder,2017,47
Uttar Pradesh,Rampur,Murder,2017,30
Uttar Pradesh,Saharanpur,Murder,2017,92
Uttar Pradesh,Sambhal,Murder,2017,53
Uttar Pradesh,Sant Kabirnagar,Murder,2017,27
Uttar Pradesh,Shahjahanpur,Murder,2017,50
Uttar Pradesh,Shamli,Murder,2017,46
Uttar Pradesh,Shrawasti,Murder,2017,12
Uttar Pradesh,Sidharthnagar,Murder,2017,17
Uttar Pradesh,Sitapur,Murder,2017,71
Uttar Pradesh,Sonbhadra,Murder,2017,28
Uttar Pradesh,Bhadohi,Murder,2017,17
Uttar Pradesh,Sultanpur,Murder,2017,60
Uttar Pradesh,Unnao,Murder,2017,77
Uttar Pradesh,Varanasi,Murder,2017,48
Uttarakhand,Almora,Murder,2017,4
Uttarakhand,Bageshwar,Murder,2017,4
Uttarakhand,Chamoli,Murder,2017,1
Uttarakhand,Champawat,Murder,2017,1
Uttarakhand,Dehradun,Murder,2017,21
Uttarakhand,Haridwar,Murder,2017,68
Uttarakhand,Nainital,Murder,2017,16
Uttarakhand,Pauri Garhwal,Murder,2017,7
Uttarakhand,Pithoragarh,Murder,2017,2
Uttarakhand,Rudra Prayag,Murder,2017,0
Uttarakhand,Tehri Garhwal,Murder,2017,3
Uttarakhand,Udhamsingh Nagar,Murder,2017,53
Uttarakhand,Uttarkashi,Murder,2017,1
West Bengal,Alipurduar,Murder,2017,46
West Bengal,Asansol Durgapur,Murder,2017,69
West Bengal,Bankura,Murder,2017,59
West Bengal,Barrackpur,Murder,2017,54
West Bengal,Bidhannagar,Murder,2017,12
West Bengal,Birbhum,Murder,2017,103
West Bengal,Coochbehar,Murder,2017,58
West Bengal,Dakshin Dinajpur,Murder,2017,22
West Bengal,Darjeeling,Murder,2017,17
West Bengal,Howrah,Murder,2017,66
West Bengal,Jalpaiguri,Murder,2017,55
West Bengal,Jhargram,Murder,2017,31
West Bengal,Kharagpur,Murder,2017,6
West Bengal,Kolkata,Murder,2017,64
West Bengal,Malda,Murder,2017,59
West Bengal,Murshidabad,Murder,2017,167
West Bengal,Nadia,Murder,2017,132
West Bengal,Paschim Medinipur,Murder,2017,107
West Bengal,Purab Medinipur,Murder,2017,91
West Bengal,Purulia,Murder,2017,71
West Bengal,Sealdah,Murder,2017,14
West Bengal,Siliguri,Murder,2017,1
West Bengal,Uttar Dinajpur,Murder,2017,86
West Bengal,Chandannagar,Murder,2017,36
West Bengal,Kalimpong,Murder,2017,4
West Bengal,Purba Bardhaman,Murder,2017,87
West Bengal,Barasat,Murder,2017,86
West Bengal,Basirhat,Murder,2017,45
A&N Islands,South Andaman,Murder,2017,6
A&N Islands,North & Middle Andaman,Murder,2017,3
A&N Islands,Nicobar,Murder,2017,0
Chandigarh,Chandigarh,Murder,2017,25
D&N Haveli,D&N Haveli,Murder,2017,3
D&N Haveli,Daman,Murder,2017,5
D&N Haveli,Diu,Murder,2017,1
Delhi UT,Central,Murder,2017,9
Delhi UT,East,Murder,2017,28
Delhi UT,New Delhi,Murder,2017,4
Delhi UT,North,Murder,2017,35
Delhi UT,North-East,Murder,2017,49
Delhi UT,North-West,Murder,2017,48
Delhi UT,Outer,Murder,2017,53
Delhi UT,South,Murder,2017,35
Delhi UT,South-East,Murder,2017,41
Delhi UT,South-West,Murder,2017,11
Delhi UT,West,Murder,2017,23
Delhi UT,Rohini,Murder,2017,74
Delhi UT,Shahdara,Murder,2017,18
Delhi UT,Dwarka,Murder,2017,50
Lakshadweep,Lakshadweep,Murder,2017,0
Puducherry,Karaikal,Murder,2017,3
Puducherry,Puducherry,Murder,2017,22
Andhra Pradesh,Anantapur,Murder,2018,114
Andhra Pradesh,Chittoor,Murder,2018,60
Andhra Pradesh,Cuddapah,Murder,2018,65
Andhra Pradesh,Godavari,Murder,2018,62
Andhra Pradesh,Guntur,Murder,2018,30
Andhra Pradesh,Krishna,Murder,2018,41
Andhra Pradesh,Kurnool,Murder,2018,88
Andhra Pradesh,Nellore,Murder,2018,72
Andhra Pradesh,Prakasham,Murder,2018,81
Andhra Pradesh,Rajahmundry,Murder,2018,23
Andhra Pradesh,Srikakulam,Murder,2018,16
Andhra Pradesh,Tirupathi,Murder,2018,23
Andhra Pradesh,Vijayawada,Murder,2018,17
Andhra Pradesh,Visakha,Murder,2018,39
Andhra Pradesh,Visakhapatnam,Murder,2018,35
Andhra Pradesh,Vizianagaram,Murder,2018,29
Andhra Pradesh,West Godavari,Murder,2018,52
Arunachal Pradesh,Anjaw,Murder,2018,1
Arunachal Pradesh,Changlang,Murder,2018,4
Arunachal Pradesh,Dibang Valley,Murder,2018,0
Arunachal Pradesh,Kameng,Murder,2018,7
Arunachal Pradesh,Kurung Kumey,Murder,2018,2
Arunachal Pradesh,Lohit,Murder,2018,7
Arunachal Pradesh,Longding,Murder,2018,4
Arunachal Pradesh,Papum Pare City,Murder,2018,6
Arunachal Pradesh,Papum Pare Rural,Murder,2018,3
Arunachal Pradesh,Subansiri,Murder,2018,2
Arunachal Pradesh,Tawang,Murder,2018,0
Arunachal Pradesh,Tirap,Murder,2018,1
Arunachal Pradesh,Namsai,Murder,2018,9
Arunachal Pradesh,Kamle,Murder,2018,2
Arunachal Pradesh,Leparada,Murder,2018,0
Assam,Barpeta,Murder,2018,57
Assam,Baksa,Murder,2018,27
Assam,Bongaigaon,Murder,2018,32
Assam,Cachar,Murder,2018,57
Assam,Chirang,Murder,2018,23
Assam,Darrang,Murder,2018,26
Assam,Dhemaji,Murder,2018,21
Assam,Dhubri,Murder,2018,23
Assam,Dibrugarh,Murder,2018,74
Assam,Goalpara,Murder,2018,40
Assam,Golaghat,Murder,2018,57
Assam,Guwahati ,Murder,2018,96
Assam,Hailakandi,Murder,2018,20
Assam,Hamren,Murder,2018,6
Assam,Jorhat,Murder,2018,40
Assam,Kamrup,Murder,2018,65
Assam,Karbi Anglong,Murder,2018,20
Assam,Karimganj,Murder,2018,45
Assam,Kokrajhar,Murder,2018,31
Assam,Lakhimpur,Murder,2018,28
Assam,Morigaon,Murder,2018,35
Assam,Dima Hasao,Murder,2018,10
Assam,Nagaon,Murder,2018,78
Assam,Nalbari,Murder,2018,24
Assam,Sibsagar,Murder,2018,37
Assam,Sonitpur,Murder,2018,46
Assam,Tinsukia,Murder,2018,57
Assam,Udalguri,Murder,2018,33
Assam,Sadia,Murder,2018,10
Assam,Majuli,Murder,2018,4
Assam,Biswanath,Murder,2018,39
Assam,Hojai,Murder,2018,21
Assam,Salmara,Murder,2018,15
